124.051522345,3716.8723144531
163.0388782069,3722.8327636719
103.0544519176,4764.0654296875
251.1390587213,4817.50390625
304.2041450398,5434.0561523438
129.1380910922,9030.208984375
53.0387952648,9374.4814453125
105.0333759476,9691.30859375
91.0548999472,10326.853515625
106.0411414009,14607.59765625
70.0650687074,15145.5498046875
186.0538291285,16356.5673828125
63.0231412701,19386.3359375
135.0443005113,19635.201171875
305.1875103825,20018.75390625
84.0805730029,22803.013671875
248.127871255,26671.85546875
78.0465868253,33465.76171875
72.0806181387,40512.609375
481.2351253635,41449.89453125
134.0363321392,46766.54296875
149.0597165962,62741.953125
322.2121770177,139690.890625
234.1111408151,161973.5
117.0330160107,294912.96875
177.0544719555,303228.5625
145.0283022578,340883.625
89.0385221649,345589.5


